,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,2.551963989614463e+21,8.524095432540891e+18,1.0748678740742893e+18,5.5005899681113306e+17,3.973036635595825e+17,3.139914791679608e+17,2.3524177883440205e+17,1.8508881235243088e+17,1.4200992385181664e+17,1.1247486199051998e+17
1,2.551963986459605e+21,8.524095536458283e+18,1.0748678709546565e+18,5.500589888203983e+17,3.973036543863392e+17,3.139914690603015e+17,2.3524177009236534e+17,1.850888044990737e+17,1.4200991702136146e+17,1.1247485600137771e+17
