,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,2.515121345640841e+21,2.270769399168616e+19,2.7581494725657595e+18,1.3701114103611968e+18,9.66499007552117e+17,7.457769147623565e+17,5.5448876314130304e+17,4.3226380976612166e+17,3.271242105714112e+17,2.565075917818129e+17
1,2.5151213386404824e+21,2.2707694643983167e+19,2.7581494978614856e+18,1.3701114040787397e+18,9.664989930883837e+17,7.45776896167157e+17,5.5448874760091936e+17,4.3226379616464595e+17,3.27124198729691e+17,2.5650758134424285e+17
