,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,3.010465419767366e+20,2.7776449433171594e+18,6.557448187994606e+17,4.2218021990824026e+17,3.2005151026505645e+17,2.550185142378073e+17,1.9154312236159542e+17,1.5172096328846534e+17,1.167014858256052e+17,9.085149201238242e+16
1,3.010465385515452e+20,2.7776450658879124e+18,6.557448179128678e+17,4.221802133180942e+17,3.200515029766463e+17,2.5501850661347517e+17,1.9154311604154323e+17,1.517209577205284e+17,1.1670148104023312e+17,9.085148801475552e+16
