,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,6.322116663403649e+19,2.4550680977889875e+17,1.232092269157664e+21,1.740869629947447e+19,2.431567975317656e+18
1,6.322131307314044e+19,2.4550689258096394e+17,1.2320921879546985e+21,1.7408704645710459e+19,2.4315683642288113e+18
