,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,2.448629645240232e+19,6.046162479688294e+16,3.1958108870344085e+21,9.401677201681449e+18,1.1247784737057827e+18
1,2.4486302405148357e+19,6.04616225658272e+16,3.195810883986829e+21,9.401677310603645e+18,1.1247784743281764e+18
