,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,7.1979925693176775e+19,3.364786612217646e+17,5.88238516335218e+20,1.3356354988328956e+19,2.1167206530826125e+18
1,7.1979937264385974e+19,3.364786710432464e+17,5.882385099249888e+20,1.3356355667939449e+19,2.116720679005696e+18
