,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.87483149242433e+21,2.0249935868122354e+19,2.614693862140773e+18,1.3412104509509425e+18,9.552131112431236e+17,7.395604325950569e+17,5.502050937883593e+17,4.292962719544677e+17,3.2508455575446374e+17,2.5472414115484208e+17
1,1.8748314146117853e+21,2.024994354469618e+19,2.614694199686295e+18,1.3412104096939126e+18,9.552129758979354e+17,7.395602509629929e+17,5.50204942712763e+17,4.292961398471799e+17,3.250844401665923e+17,2.5472403952042845e+17
