,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.2822669123454003e+21,1.4152271320025705e+18,2.2579287563694112e+17,1.2915763968639552e+17,9.66043932802816e+16,7.771146259144227e+16,5.855334957433543e+16,4.643860242964503e+16,3.5963962259249264e+16,2.8489155855442964e+16
1,1.282266911350638e+21,1.415227141621444e+18,2.2579287424108294e+17,1.2915763778673582e+17,9.660439134076862e+16,7.771146057039518e+16,5.855334780736191e+16,4.643860082492421e+16,3.5963960869692708e+16,2.848915465586497e+16
