,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,2.7244484882898656e+20,9.1645120172273e+18,1.7106351713520804e+18,1.0147284853243137e+18,7.437319664319596e+17,5.764647564550597e+17,4.281692875614014e+17,3.338223349178001e+17,2.5157060378064502e+17,1.951744105355711e+17
1,2.7244484403828707e+20,9.164512474209675e+18,1.7106351700438323e+18,1.0147284622111197e+18,7.437319413164616e+17,5.764647309746449e+17,4.28169266429387e+17,3.3382231632192154e+17,2.515705879355085e+17,1.9517439744974326e+17
