,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,5.88238516335218e+20,1.3356354988328956e+19,2.1167206530826125e+18,1.1842977803549125e+18,8.563389701389274e+17,6.610138914393958e+17,4.908666004864575e+17,3.8238995202457683e+17,2.8821158532163488e+17,2.2410175165808538e+17
1,5.882385099249888e+20,1.3356355667939449e+19,2.116720679005696e+18,1.1842977721973852e+18,8.56338955442906e+17,6.610138741261135e+17,4.908665862051932e+17,3.82389939516182e+17,2.882115745295551e+17,2.2410174259192406e+17
