,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,5.9469885980568715e+19,1.5172375705192157e+17,3.158592451238487e+21,2.4542166048597156e+19,2.863496221895703e+18
1,5.946989830766463e+19,1.517237534324916e+17,3.158592444579122e+21,2.4542166650436014e+19,2.8634962388865777e+18
