,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,5.973630909754902e+19,2.00119103595006e+17,1.87483149242433e+21,2.0249935868122354e+19,2.614693862140773e+18
1,5.973645040194694e+19,2.0011913667445718e+17,1.8748314146117853e+21,2.024994354469618e+19,2.614694199686295e+18
