,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,3.158592451238487e+21,2.4542166048597156e+19,2.863496221895703e+18,1.3924515814680328e+18,9.77709752691524e+17,7.546756263088175e+17,5.612161406006668e+17,4.3755263888844026e+17,3.313713944237646e+17,2.603094624256589e+17
1,3.158592444579122e+21,2.4542166650436014e+19,2.8634962388865777e+18,1.392451569727241e+18,9.777097335469192e+17,7.546756032096296e+17,5.6121612111614854e+17,4.3755262172475283e+17,3.313713795332709e+17,2.6030944933607072e+17
