,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,7.661081864226612e+18,5.868060608697987e+16,3.170561305907257e+20,5.5759022763328896e+17,1.599657918501214e+17
1,7.661102516741147e+18,5.8680607230365144e+16,3.1705612020565855e+20,5.5759031362903136e+17,1.5996579165178266e+17
