,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,6.5509594707045e+18,1.7376829718408752e+16,2.570350315940159e+21,2.08132406034436e+18,2.6631679970240778e+17
1,6.550961185722935e+18,1.7376828269098144e+16,2.570350315090491e+21,2.081324067246101e+18,2.663167980171004e+17
