,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.926300737215595e+21,1.782197428814756e+18,2.4870189327934544e+17,1.343673280803585e+17,9.920451598319509e+16,7.958925364919867e+16,5.991859259089427e+16,4.743555818587488e+16,3.670209657239255e+16,2.918355526839381e+16
1,1.9263007362841284e+21,1.7821974381136527e+18,2.4870189275205926e+17,1.343673271087456e+17,9.920451493044077e+16,7.958925251769259e+16,5.991859160376551e+16,4.743555729257495e+16,3.670209579527093e+16,2.91835545899852e+16
