,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,6.383218768035093e+20,9.140249432831945e+17,1.90709618688459e+17,1.1942887028085566e+17,9.101521243296227e+16,7.350948843128898e+16,5.545957775223662e+16,4.41273118529351e+16,3.42344140275416e+16,2.6938001097558244e+16
1,6.38321875740632e+20,9.140249552325221e+17,1.9070961576852502e+17,1.1942886662329259e+17,9.10152088161525e+16,7.350948473715893e+16,5.545957452073838e+16,4.412730890583995e+16,3.423441148081146e+16,2.6937998927667924e+16
