,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.232092269157664e+21,1.740869629947447e+19,2.431567975317656e+18,1.293524399216305e+18,9.281893888776618e+17,7.185408156889716e+17,5.343778728434577e+17,4.168766650840209e+17,3.152989983063929e+17,2.463681428114331e+17
1,1.2320921879546985e+21,1.7408704645710459e+19,2.4315683642288113e+18,1.2935243712568274e+18,9.281892630357016e+17,7.185406442428448e+17,5.343777311881558e+17,4.1687654139408736e+17,3.1529889005169786e+17,2.4636804872083872e+17
