,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,2.7482260766081704e+19,8.427899961756686e+16,1.908153801513821e+21,7.46627209915552e+18,1.0121633738234964e+18
1,2.7482267416637403e+19,8.427899811382888e+16,1.9081537981019765e+21,7.466272218808162e+18,1.0121633760094272e+18
