,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,7.049630842915608e+18,2.138735228665804e+16,1.926300737215595e+21,1.782197428814756e+18,2.4870189327934544e+17
1,7.049632702650397e+18,2.138735145460888e+16,1.9263007362841284e+21,1.7821974381136527e+18,2.4870189275205926e+17
