,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,3.1958108870344085e+21,9.401677201681449e+18,1.1247784737057827e+18,5.597513663614682e+17,4.015670315326203e+17,3.1709748096747066e+17,2.375142204968228e+17,1.8677045565672688e+17,1.432996914027526e+17,1.1372438155137274e+17
1,3.195810883986829e+21,9.401677310603645e+18,1.1247784743281764e+18,5.597513619292959e+17,4.015670257490351e+17,3.17097474269726e+17,2.375142147369774e+17,1.8677045051063286e+17,1.4329968689925178e+17,1.1372437755840818e+17
