,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.2644414544433368e+21,6.124310600400386e+18,9.272932653593642e+17,5.164659426725929e+17,3.8019846246943635e+17,3.0118125815214976e+17,2.2580063253235862e+17,1.7799266032750637e+17,1.3659190567550042e+17,1.0751596608292213e+17
1,1.2644414507894293e+21,6.124310726069091e+18,9.272932676103585e+17,5.164659385562591e+17,3.801984567805984e+17,3.0118125146910726e+17,2.2580062683597114e+17,1.7799265524186182e+17,1.3659190121810944e+17,1.0751596218213304e+17
