,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2
0,6.161951875051926e+18,1.4774940576572366e+16,3.2144024148324406e+21,2.328619699463991e+18,2.8029078598360323e+17
1,6.161953496163122e+18,1.4774939364859372e+16,3.2144024140288995e+21,2.3286197061547853e+18,2.8029078436783005e+17
