,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,3.2144024148324406e+21,2.328619699463991e+18,2.8029078598360323e+17,1.4058431195760856e+17,1.0188831057876669e+17,8.143536505574635e+16,6.123984867683873e+16,4.837474697014986e+16,3.738846797505527e+16,2.9865509141860336e+16
1,3.2144024140288995e+21,2.3286197061547853e+18,2.8029078436783005e+17,1.405843101267353e+17,1.0188830874066531e+17,8.143536315394131e+16,6.123984701355527e+16,4.8374745466071384e+16,3.738846667663542e+16,2.986550801098649e+16
