,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9
0,1.908153801513821e+21,7.46627209915552e+18,1.0121633738234964e+18,5.367957081855823e+17,3.9094955870972915e+17,3.092810800404888e+17,2.3177959665348307e+17,1.8250243022964314e+17,1.400310522142962e+17,1.106205223439902e+17
1,1.9081537981019765e+21,7.466272218808162e+18,1.0121633760094272e+18,5.367957044626098e+17,3.909495534404683e+17,3.092810737784788e+17,2.317795912952931e+17,1.825024254455624e+17,1.4003104801378466e+17,1.106205186333152e+17
