,Te,ne,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9,nHp,nH2p,nH3p,nHm
19,6.098515465936976,1.2380723509287296e+16,9.103665292420725e+18,7.358000936312746e+16,3.163827164035173e+20,4.828321566918336e+17,1.6268764828577302e+17,1.1327610506336243e+17,8.800736826914168e+16,7.137633638111679e+16,5.393741390955862e+16,4.3137918265191896e+16,3.356313494783329e+16,2.612043568746522e+16,3557709175581324.5,744572444007953.5,8214924205758531.0,136482316060512.69
20,6.098514523729399,1.2380727013912042e+16,9.103692466362885e+18,7.358001159614203e+16,3.163827027590318e+20,4.8283224550056454e+17,1.626876471732464e+17,1.1327610019926224e+17,8.800736277631061e+16,7.137633050370177e+16,5.3937409218322856e+16,4.313791422603816e+16,3.3563131456593228e+16,2.612043278372674e+16,3557714340544889.0,744572390994196.0,8214922569921636.0,136482287548678.4
21,6.098513580714622,1.2380730517066106e+16,9.103719634473126e+18,7.358001382822317e+16,3.163826891174659e+20,4.8283233429445094e+17,1.626876460612678e+17,1.1327609533630958e+17,8.800735728473194e+16,7.137632462761066e+16,5.3937404528142744e+16,4.313791018778792e+16,3.3563127966129468e+16,2.6120429880636748e+16,3557719504198616.5,744572328223888.8,8214920943687829.0,136482259044227.44
22,6.0985126417280755,1.238073401887584e+16,9.10374679676419e+18,7.358001605905165e+16,3.1638267547882114e+20,4.828324230726297e+17,1.6268764494961078e+17,1.1327609047430976e+17,8.800735179422438e+16,7.137631875266259e+16,5.393739983886002e+16,4.313790615029701e+16,3.3563124476318108e+16,2.612042697808994e+16,3557724666502618.0,744572267340007.8,8214919315580408.0,136482230547193.16
23,6.098511702875957,1.23807375192395e+16,9.103773953225815e+18,7.358001828888453e+16,3.163826618430963e+20,4.828325118357958e+17,1.6268764383845776e+17,1.1327608561341957e+17,8.800734630493392e+16,7.1376312879003224e+16,5.393739515060212e+16,4.313790211368153e+16,3.356312098725892e+16,2.6120424076171116e+16,3557729827489015.0,744572198966874.5,8214917694841158.0,136482202057548.7
24,6.0985107641582665,1.238074101815708e+16,9.103801103858003e+18,7.35800205177218e+16,3.163826482102914e+20,4.8283260058394925e+17,1.6268764272780867e+17,1.13276080753639e+17,8.800734081686058e+16,7.137630700663254e+16,5.393739046336907e+16,4.313789807794147e+16,3.3563117498951908e+16,2.6120421174880276e+16,3557734987157807.5,744572123104489.1,8214916081470078.0,136482173575294.08
25,6.098509825575005,1.2380744515628586e+16,9.103828248660752e+18,7.358002274556344e+16,3.1638263458040644e+20,4.8283268931709005e+17,1.6268764161766355e+17,1.1327607589496808e+17,8.800733533000435e+16,7.137630113555055e+16,5.3937385777160856e+16,4.313789404307684e+16,3.356311401139707e+16,2.6120418274217412e+16,3557740145508995.5,744572039752851.5,8214914475467169.0,136482145100429.3
26,6.0985088871261715,1.2380748011654016e+16,9.103855387634063e+18,7.358002497240947e+16,3.163826209534414e+20,4.828327780352183e+17,1.6268764050802243e+17,1.1327607103740678e+17,8.800732984436522e+16,7.1376295265757256e+16,5.393738109197748e+16,4.313789000908763e+16,3.356311052459441e+16,2.6120415374182532e+16,3557745302542579.0,744571948911961.5,8214912876832430.0,136482116632954.33
27,6.098507948811767,1.238075150623337e+16,9.103882520777937e+18,7.358002719825989e+16,3.1638260732939626e+20,4.8283286673833395e+17,1.6268763939888525e+17,1.1327606618095512e+17,8.800732435994322e+16,7.137628939725264e+16,5.393737640781894e+16,4.313788597597385e+16,3.3563107038543916e+16,2.6120412474775636e+16,3557750458258558.5,744571850581819.4,8214911285565862.0,136482088172869.19
28,6.098507010631789,1.2380754999366648e+16,9.103909648092372e+18,7.35800294231147e+16,3.163825937082711e+20,4.828329554264369e+17,1.6268763829025203e+17,1.1327606132561309e+17,8.80073188767383e+16,7.137628353003672e+16,5.393737172468524e+16,4.313788194373549e+16,3.35631035532456e+16,2.612040957599672e+16,3557755612656933.0,744571744762425.0,8214909701667464.0,136482059720173.88
29,6.098506065402438,1.2380758518611414e+16,9.103936885910066e+18,7.358003166664818e+16,3.1638258003176804e+20,4.8283304440404154e+17,1.6268763717254035e+17,1.1327605644948418e+17,8.800731337067205e+16,7.137627763859702e+16,5.3937367022301576e+16,4.3137877895058904e+16,3.356310005382105e+16,2.6120406665430012e+16,3557760791908364.0,744571735271814.8,8214908022559729.0,136482031128494.8
30,6.098505131235405,1.2380762001307806e+16,9.103963967700135e+18,7.358003388385574e+16,3.163825664334638e+20,4.8283313297166534e+17,1.6268763606753027e+17,1.1327605160264485e+17,8.800730789683362e+16,7.1376271781310216e+16,5.393736234705475e+16,4.313787386955413e+16,3.3563096574309836e+16,2.6120403771478708e+16,3557765936098384.0,744571601009823.4,8214906466932384.0,136482002732786.5
31,6.0985041970683715,1.2380765484004198e+16,9.103991049490204e+18,7.35800361010633e+16,3.163825528351595e+20,4.828332215392892e+17,1.6268763496252016e+17,1.132760467558055e+17,8.800730242299517e+16,7.137626592402341e+16,5.393735767180793e+16,4.313786984404935e+16,3.3563093094798624e+16,2.6120400877527404e+16,3557771080288403.5,744571466747832.0,8214904911305040.0,136481974337078.19
32,6.098503262901339,1.238076896670059e+16,9.104018131280271e+18,7.358003831827085e+16,3.1638253923685525e+20,4.82833310106913e+17,1.6268763385751008e+17,1.1327604190896618e+17,8.800729694915672e+16,7.137626006673659e+16,5.393735299656111e+16,4.313786581854458e+16,3.3563089615287412e+16,2.61203979835761e+16,3557776224478423.5,744571332485840.5,8214903355677696.0,136481945941369.89
33,6.098502328734306,1.2380772449396982e+16,9.10404521307034e+18,7.35800405354784e+16,3.16382525638551e+20,4.828333986745369e+17,1.6268763275249997e+17,1.1327603706212683e+17,8.800729147531829e+16,7.1376254209449784e+16,5.393734832131429e+16,4.313786179303979e+16,3.35630861357762e+16,2.6120395089624796e+16,3557781368668443.5,744571198223849.1,8214901800050351.0,136481917545661.58
34,6.098501394567274,1.2380775932093374e+16,9.104072294860409e+18,7.358004275268595e+16,3.163825120402467e+20,4.828334872421607e+17,1.626876316474899e+17,1.1327603221528749e+17,8.800728600147984e+16,7.137624835216297e+16,5.393734364606747e+16,4.3137857767535016e+16,3.3563082656264988e+16,2.6120392195673492e+16,3557786512858463.5,744571063961857.6,8214900244423007.0,136481889149953.28
