,Te,ne,nH,nH_2s,nH2_v0,nH2_v1,nH2_v2,nH2_v3,nH2_v4,nH2_v5,nH2_v6,nH2_v7,nH2_v8,nH2_v9,nHp,nH2p,nH3p,nHm
21,11.908080121904527,4444940151192966.0,2.42160464422067e+18,4884496941732422.0,3.208251259237001e+20,4149548849514484.5,2232236430408086.2,2058741663483014.5,1900019498085883.2,1872987067597238.0,1637330467500194.0,1503036384178369.8,1292681265588883.8,1080447741476887.0,1041508686138861.9,1245106145080822.0,2203702465842801.2,45377145869519.07
22,11.697527163881693,4545128518088507.0,2.422509231919971e+18,5113219841888157.0,3.208235149524919e+20,4393837060565901.0,2341486973806052.5,2160747363761934.8,1995224858414700.2,1967171251433329.5,1719641786676052.0,1578293691236603.0,1357306033522300.8,1134616323587546.2,1061782626538907.8,1258970910080982.8,2269723980249571.5,45348998780954.63
23,11.502108539932589,4642830094578523.0,2.4234286072828867e+18,5340005585035745.0,3.208218950569781e+20,4642920276611189.0,2451025567512247.0,2262750472788197.0,2090370643565228.0,2061246660130185.2,1801825840857829.0,1653396746430029.0,1421781193838449.2,1188665934888059.0,1081283055259202.9,1270647140499160.8,2336220470796184.5,45320571976025.484
24,11.320668287463091,4738172314016538.0,2.4243619012843187e+18,5564906272335893.0,3.20820266753572e+20,4896740365156093.0,2560837876516771.5,2364738555813439.0,2185445286619717.8,2155201922069896.8,1883873142884722.0,1728338079070155.0,1486100336854708.5,1242590181172924.2,1100058707117894.4,1280360438584958.8,2403045052240433.5,45291883926748.43
25,11.15140883743448,4831263956798716.0,2.425308339292977e+18,5787974926291254.0,3.208186304346707e+20,5155183627708323.0,2670926596090485.0,2466720423709565.0,2280457837398616.5,2249046377585655.5,1965792192792918.2,1803126175422179.2,1550270922237640.5,1296394784702698.5,1118153797092930.8,1288304694067212.8,2470068415608061.5,45262949969489.07
26,10.992823650488459,4922197899773737.0,2.426267201827835e+18,6009255725746164.0,3.2081698648056745e+20,5418130580840688.0,2781294238172900.5,2568705047270972.0,2375417543176362.5,2342789566461118.0,2047591606290344.8,1877769473914172.0,1614300377905428.8,1350085568450666.8,1135607047247846.8,1294648617596961.5,2537176019266941.5,45233784338012.53
27,10.8440595667591,5011071908527318.0,2.427237791958858e+18,6228788261063901.0,3.2081533529813805e+20,5685504252732081.0,2891932805951055.5,2670687859985883.5,2470320487535231.5,2436427797717702.5,2129268486429102.8,1952266161719912.0,1678187239725460.0,1403660603554160.5,1152454291004749.5,1299559823489289.2,2604262196838583.5,45204402805304.5
28,10.704410632408441,5097981513378478.0,2.42821950659095e+18,6446615492060145.0,3.2081367723153896e+20,5957247569744208.0,3002833458036369.0,2772662318679997.0,2565160752780270.0,2529955349909366.5,2210818173133925.5,2026612866339917.8,1741928679894236.2,1457116766152679.2,1168728308367406.0,1303191416904980.2,2671236608420661.5,45174820314569.836
29,10.572833071379465,5183004404590401.0,2.4292117861229993e+18,6662781395719989.0,3.2081201258034974e+20,6233257873969381.0,3113996528827864.5,2874634200208586.0,2659944452204823.0,2623378606528992.0,2292246501181859.0,2100815444396930.8,1805529883374797.0,1510458027531551.0,1184460068076763.2,1305671712447831.5,2738017673591051.0,45145049525245.47
30,10.448479719843474,5266207944273626.0,2.430214090425408e+18,6877323179626680.0,3.2081034165404185e+20,6513427721217642.0,3225421197963755.0,2976608337746819.5,2754676833455011.0,2716703088892559.5,2373558516350114.0,2174878940360996.5,1868995336487416.5,1563687848981214.5,1199677528985510.0,1307113699019415.2,2804531818887403.5,45115102618702.4
31,10.330761412937605,5347652365098907.0,2.4312259193690173e+18,7090271190115741.0,3.208086647563368e+20,6797661447094300.0,3337104083805119.0,3078586209177387.5,2849359878062708.0,2809931027150629.0,2454756369793469.0,2248805743293551.2,1932327221784873.0,1616807749384294.8,1214405048346645.2,1307616837719768.8,2870715470355477.0,45084991322984.43
32,10.219292806517235,5427420121866323.0,2.4322468024557773e+18,7301660093891222.0,3.208069821518885e+20,7085913231921755.0,3449036705626236.0,3180561089546832.5,2943987448616516.0,2903056467665226.5,2535835159590031.0,2322592181262265.0,1995522470080921.2,1669814451892197.5,1228666783558485.2,1307297637731316.8,2936510430119404.5,45054729542882.89
33,10.1135974174447,5505580633903398.0,2.4332763252405934e+18,7511525539730060.0,3.208052940698362e+20,7378121467856478.0,3561214116830428.5,3282530917910584.5,3038557952944488.0,2996078025497920.5,2616793932172214.5,2396238004793517.0,2058580971616097.0,1722707357548021.5,1242485092816240.5,1306252162599709.2,3001867707829180.0,45024329341731.92
34,10.013103292696444,5582185168846296.0,2.434314104106648e+18,7719901905100424.0,3.2080360073178717e+20,7674193860242407.0,3673635251878713.0,3384499488303954.0,3133075568104930.5,3089000128142743.5,2697636744986620.0,2469747270803755.0,2121506346109126.5,1775489276780041.0,1255880738981748.8,1304553870278914.5,3066744360302392.5,44993800716759.96
35,9.917379366018196,5657280822413046.0,2.435359754789537e+18,7926819016779712.0,3.2080190237638355e+20,7974037811416421.0,3786297251901355.5,3486468711181533.5,3227542680305274.5,3181825412716205.5,2778366079435225.0,2543122578569780.0,2184300954558681.0,1828161972984248.2,1268873049408129.0,1302269645176417.0,3131101281622628.5,44963153794127.766
36,9.826091516476053,5730909497949605.0,2.4364129244648294e+18,8132303090761454.0,3.2080019923025756e+20,8277566539534203.0,3899196629687950.5,3588439522502843.0,3321960713292102.5,3274555539465144.0,2858983547714500.0,2616365704771262.5,2246966440714853.5,1880726626301040.8,1281479217042837.8,1299457432669460.5,3194905246292103.0,44932398054796.24
